Sample in Buffer,Sample in Window,TRIGGER,u3_adc_analysis/adc2_a1_1[15:0],u3_adc_analysis/adc2_a2_1[15:0],u3_adc_analysis/adc2_a3_1[15:0],u3_adc_analysis/adc2_a4_1[15:0],u3_adc_analysis/adc2_a1_2[15:0],u3_adc_analysis/adc2_a2_2[15:0],u3_adc_analysis/adc2_a3_2[15:0],u3_adc_analysis/adc2_a4_2[15:0],u3_adc_analysis/adc2_b1_1[15:0],u3_adc_analysis/adc2_b2_1[15:0],u3_adc_analysis/adc2_b3_1[15:0],u3_adc_analysis/adc2_b4_1[15:0],u3_adc_analysis/adc2_b1_2[15:0],u3_adc_analysis/adc2_b2_2[15:0],u3_adc_analysis/adc2_b3_2[15:0],u3_adc_analysis/adc2_b4_2[15:0],u3_adc_analysis/adc_en_vio_3
241,241,0,14234,19632,23092,24476,23584,20446,15364,8402,-46,-10,-24,-20,2,8,-8,30,0
242,242,0,446,-7878,-15010,-20590,-23978,-24974,-23516,-19802,2,-10,26,-20,-14,8,42,-4,0
243,243,0,-14318,-7312,160,7556,14218,19632,23000,24476,18,24,26,-20,-30,8,10,30,0
244,244,0,23680,20446,15364,8338,478,-7878,-14978,-20574,50,8,-24,-4,-30,8,26,-20,0
245,245,0,-24058,-24990,-23468,-19866,-14302,-7264,144,7668,18,-10,-24,14,-14,24,26,14,0
246,246,0,14250,19600,23000,24444,23632,20446,15380,8434,34,24,26,30,-30,8,-8,-20,0
247,247,0,414,-7894,-14962,-20558,-23978,-24990,-23468,-19834,2,24,42,-20,-30,-10,10,-36,0
248,248,0,-14334,-7212,160,7604,14156,19616,23016,24508,2,-42,-8,30,-14,8,-24,-4,0
249,249,0,23632,20462,15380,8370,478,-7910,-14978,-20590,18,-10,10,14,2,24,-24,-4,0
250,250,0,-23994,-24990,-23516,-19802,-14366,-7280,176,7604,-14,8,10,-36,2,-10,10,-4,0
251,251,0,14250,19632,23092,24460,23616,20446,15364,8386,18,-10,10,-4,18,8,10,14,0
252,252,0,462,-7910,-14994,-20622,-23994,-24974,-23516,-19770,-46,8,10,-4,18,8,-24,-36,0
253,253,0,-14318,-7248,176,7604,14218,19648,23108,24508,34,-10,10,-20,18,-10,10,-4,0
254,254,0,23616,20414,15364,8370,462,-7862,-15026,-20590,18,24,10,-4,-30,48,10,-4,0
255,255,0,-24026,-24974,-23548,-19802,-14302,-7280,112,7636,18,-10,42,-4,50,24,10,14,0
256,256,0,14234,19712,23108,24508,23600,20446,15348,8386,34,-26,-8,-4,18,-10,26,-4,0
257,257,0,478,-7846,-14978,-20638,-24042,-24974,-23468,-19802,-14,-10,26,-20,2,-26,-24,-36,0
258,258,0,-14302,-7244,128,7572,14172,19648,23000,24492,-14,-10,-8,-20,34,8,-8,14,0
259,259,0,23616,20446,15364,8386,462,-7926,-14962,-20590,2,8,10,-4,2,-10,-8,-4,0
260,260,0,-24058,-24942,-23484,-19786,-14302,-7248,112,7636,-14,-26,10,14,2,24,10,-20,0
261,261,0,14250,19648,23108,24428,23648,20398,15364,8402,-14,-26,10,-4,2,8,-8,-36,0
262,262,0,414,-7878,-15026,-20590,-24026,-24942,-23500,-19818,18,-10,10,-36,-14,8,10,-4,0
263,263,0,-14334,-7248,176,7652,14282,19664,23032,24524,18,24,10,14,2,8,10,-4,0
264,264,0,23616,20414,15380,8370,462,-7894,-14994,-20622,50,24,10,-20,-14,-10,26,-4,0
265,265,0,-23978,-24942,-23484,-19818,-14302,-7280,176,7620,2,8,10,30,2,-10,-8,-4,0
266,266,0,14218,19696,23048,24476,23664,20478,15332,8402,2,-26,-8,-4,18,-10,26,30,0
267,267,0,462,-7894,-14962,-20558,-23994,-24990,-23484,-19770,-46,-10,-24,-36,2,8,42,14,0
268,268,0,-14286,-7264,176,7636,14202,19648,23108,24492,34,24,10,14,-14,24,26,-36,0
269,269,0,23632,20446,15396,8354,414,-7910,-14978,-20638,-14,-10,26,46,18,8,10,30,0
270,270,0,-24010,-24974,-23468,-19850,-14270,-7248,176,7636,2,-26,10,-36,2,-26,26,-4,0
271,271,0,14250,19664,23108,24476,23600,20446,15380,8370,34,-58,-24,-4,18,8,-8,-4,0
272,272,0,462,-7958,-14994,-20590,-24026,-24974,-23500,-19818,34,-26,-24,-4,18,8,-8,-20,0
273,273,0,-14302,-7192,176,7636,14218,19696,23016,24508,18,-26,10,-4,34,8,10,30,0
274,274,0,23600,20462,15364,8402,462,-7910,-14994,-20654,2,8,10,-4,18,-26,10,-4,0
275,275,0,-24082,-24942,-23484,-19850,-14286,-7232,144,7636,2,8,-8,-4,18,-26,10,-20,0
276,276,0,14234,19664,23032,24460,23600,20430,15380,8386,2,8,-40,-4,2,24,10,14,0
277,277,0,446,-7942,-14962,-20558,-23994,-24990,-23516,-19802,-14,-10,10,14,2,40,10,-20,0
278,278,0,-14318,-7192,144,7636,14234,19680,23076,24492,2,-10,10,-4,-14,-26,10,-4,0
279,279,0,23632,20414,15364,8418,510,-7942,-14930,-20638,2,-26,-8,-4,18,-26,10,14,0
280,280,0,-23962,-24974,-23468,-19770,-14302,-7248,176,7604,-14,48,-8,-20,-14,-10,26,-4,0
281,281,0,14202,19664,23016,24492,23632,20462,15380,8370,2,8,-8,-20,2,8,-8,-20,0
282,282,0,478,-7846,-14994,-20542,-24010,-24974,-23516,-19754,-14,48,-8,14,-46,8,-24,-36,0
283,283,0,-14318,-7176,176,7636,14234,19648,23140,24508,2,8,26,-4,34,-26,10,14,0
284,284,0,23600,20446,15380,8386,446,-7878,-14962,-20574,18,-10,10,-4,34,8,-56,-4,0
285,285,0,-24010,-24990,-23500,-19754,-14318,-7232,144,7588,18,-10,-24,-4,18,24,-8,-4,0
286,286,0,14218,19680,23092,24508,23648,20430,15332,8354,18,-10,10,-4,2,8,10,-4,0
287,287,0,430,-7910,-14978,-20590,-24010,-24926,-23452,-19786,2,8,10,-4,-14,-10,42,-20,0
288,288,0,-14302,-7192,160,7652,14218,19648,23000,24476,2,8,10,-4,2,-10,-8,-4,0
289,289,0,23616,20462,15364,8386,414,-7846,-14994,-20590,18,-26,-8,14,18,24,-8,-20,0
290,290,0,-23994,-24958,-23500,-19770,-14254,-7248,160,7636,18,8,10,-36,-30,8,-8,-20,0
291,291,0,14250,19632,23032,24492,23632,20462,15364,8386,2,-26,-24,-4,2,8,-24,-4,0
292,292,0,398,-7894,-15010,-20542,-24026,-24942,-23516,-19770,2,-26,10,-4,18,24,10,30,0
293,293,0,-14286,-7228,160,7636,14266,19680,23108,24508,2,8,-8,-36,-46,8,10,30,0
294,294,0,23664,20462,15396,8418,446,-7942,-15010,-20590,2,24,-8,-20,-14,24,10,-4,0
295,295,0,-23978,-24990,-23532,-19818,-14302,-7176,112,7604,2,8,-8,-20,2,8,26,-20,0
296,296,0,14186,19680,23108,24476,23632,20462,15364,8386,18,-10,10,-20,2,-10,-8,-4,0
297,297,0,494,-7878,-15026,-20590,-24042,-24974,-23484,-19786,2,-10,-8,46,-14,24,-8,14,0
298,298,0,-14302,-7196,160,7620,14172,19648,23016,24476,18,8,10,-4,18,8,10,46,0
299,299,0,23648,20446,15380,8386,414,-7942,-15010,-20638,18,8,10,30,2,8,10,-36,0
300,300,0,-24042,-24942,-23484,-19818,-14318,-7192,224,7636,2,8,-24,14,-14,-10,26,30,0
301,301,0,14234,19680,23092,24476,23648,20446,15332,8402,2,-10,58,14,2,24,-8,46,0
302,302,0,462,-7894,-14994,-20590,-24010,-24926,-23468,-19786,18,-10,10,-4,-30,24,10,30,0
303,303,0,-14334,-7232,176,7572,14250,19680,23108,24508,2,24,10,30,-30,8,-24,-36,0
304,304,0,23632,20478,15364,8402,462,-7878,-14978,-20590,2,-26,10,-4,18,-10,26,-20,0
305,305,0,-24010,-24974,-23468,-19786,-14238,-7160,160,7636,-30,8,-8,14,18,8,-8,30,0
306,306,0,14282,19632,23092,24524,23632,20446,15380,8418,2,24,26,30,18,8,26,14,0
307,307,0,462,-7878,-15010,-20590,-23994,-25006,-23468,-19738,-30,-26,-8,-20,18,-10,26,14,0
308,308,0,-14286,-7208,224,7604,14250,19664,23108,24444,18,-26,10,30,18,-10,10,-4,0
309,309,0,23664,20446,15396,8338,462,-7894,-15010,-20638,-14,8,-8,-4,2,-10,26,30,0
310,310,0,-23978,-24942,-23468,-19802,-14318,-7244,176,7604,2,24,10,-4,18,-10,10,-4,0
311,311,0,14250,19696,23092,24476,23600,20430,15348,8386,34,-10,10,-20,2,-10,-8,-20,0
312,312,0,462,-7894,-15010,-20638,-23978,-24910,-23468,-19834,2,-26,10,-4,-14,-10,10,-20,0
313,313,0,-14286,-7192,144,7652,14282,19632,23108,24476,-14,8,10,-20,-30,-10,10,-4,0
314,314,0,23664,20430,15348,8338,462,-7894,-15010,-20622,2,24,-8,-4,-14,-26,-8,-36,0
315,315,0,-24058,-24974,-23468,-19818,-14286,-7192,176,7572,2,-26,10,30,-30,-42,10,14,0
316,316,0,14266,19696,23108,24492,23632,20430,15380,8322,2,8,-8,14,2,24,10,14,0
317,317,0,414,-7926,-14978,-20590,-24058,-24990,-23484,-19786,2,8,-8,-4,2,8,42,-4,0
318,318,0,-14318,-7212,144,7636,14202,19680,23108,24444,2,8,26,14,18,8,10,-20,0
319,319,0,23616,20414,15364,8338,462,-7958,-15074,-20558,18,-10,10,-20,50,8,42,-20,0
320,320,0,-24042,-24990,-23500,-19818,-14270,-7280,192,7636,18,-10,-8,-4,2,-26,-8,-20,0
321,321,0,14218,19664,22984,24492,23616,20462,15364,8386,18,8,-24,-4,18,8,-24,-20,0
322,322,0,462,-7958,-14994,-20590,-24074,-24974,-23468,-19786,-14,-10,26,14,2,-10,10,-4,0
323,323,0,-14318,-7160,128,7572,14156,19680,23076,24508,2,-26,-8,-4,-30,8,-24,30,0
324,324,0,23632,20462,15364,8338,414,-7958,-15026,-20590,18,32,10,14,-14,-26,42,14,0
325,325,0,-24026,-24974,-23516,-19818,-14366,-7212,160,7588,-30,-10,-8,-20,18,-26,58,-4,0
326,326,0,14202,19680,23108,24476,23568,20462,15332,8370,2,32,26,14,18,8,10,-36,0
327,327,0,350,-7926,-14946,-20622,-24026,-24990,-23484,-19786,2,-10,-8,-4,2,8,-24,-20,0
328,328,0,-14302,-7212,160,7636,14266,19680,23016,24492,2,-10,10,-4,18,8,26,30,0
329,329,0,23632,20430,15364,8354,430,-7942,-15042,-20622,-14,-10,10,-4,50,-10,-24,30,0
330,330,0,-24010,-24926,-23548,-19866,-14254,-7264,192,7572,34,8,10,46,-14,-26,26,-20,0
331,331,0,14218,19696,23076,24460,23600,20462,15316,8338,18,8,-8,14,-14,8,-40,-4,0
332,332,0,430,-7926,-14994,-20558,-23946,-24958,-23468,-19770,2,-10,10,-4,18,-10,-8,30,0
333,333,0,-14222,-7192,192,7636,14298,19712,23032,24524,-14,-10,10,30,2,8,-24,14,0
334,334,0,23584,20446,15380,8338,446,-7926,-14962,-20574,18,-10,-8,-4,-14,-10,10,14,0
335,335,0,-24042,-24958,-23500,-19754,-14254,-7160,192,7620,2,-10,-40,-4,2,-26,-24,-4,0
336,336,0,14266,19680,23156,24508,23632,20430,15332,8418,2,-10,26,-4,-30,8,10,14,0
337,337,0,414,-7926,-15042,-20622,-24026,-24958,-23420,-19770,-14,-26,-8,-4,18,-26,-8,30,0
338,338,0,-14302,-7192,176,7636,14250,19696,23032,24492,2,8,-8,-36,2,-26,26,-20,0
339,339,0,23648,20414,15364,8354,446,-7894,-14994,-20590,2,-10,-8,-36,-14,-26,26,-4,0
340,340,0,-24010,-24942,-23468,-19834,-14286,-7160,208,7636,-14,8,10,30,-46,-10,-8,14,0
341,341,0,14250,19680,23108,24508,23632,20446,15364,8322,2,-10,-24,-4,2,8,-8,-4,0
342,342,0,414,-7894,-15010,-20654,-24082,-24958,-23484,-19834,-30,24,26,-4,2,-10,-24,14,0
343,343,0,-14302,-7160,176,7604,14234,19696,23124,24508,18,-26,-24,-4,2,-10,26,-4,0
344,344,0,23600,20446,15348,8370,382,-7910,-15026,-20590,2,24,-24,-4,2,-10,10,30,0
345,345,0,-23962,-24958,-23468,-19834,-14254,-7160,160,7636,2,8,-24,-4,18,8,26,-4,0
346,346,0,14250,19712,23108,24492,23632,20446,15332,8338,2,24,10,-4,2,-10,-8,-4,0
347,347,0,446,-7910,-15026,-20622,-24026,-24958,-23500,-19770,2,-10,-8,-36,18,48,26,-4,0
348,348,0,-14302,-7128,224,7636,14266,19664,23092,24524,-14,-10,26,-4,18,-10,10,-4,0
349,349,0,23648,20462,15332,8338,414,-7910,-14994,-20590,2,-10,10,14,2,-42,-8,-20,0
350,350,0,-24026,-24894,-23468,-19802,-14318,-7176,144,7668,2,-26,-24,-20,2,-26,-8,30,0
351,351,0,14282,19712,23032,24476,23632,20430,15308,8354,2,-10,10,14,-30,-26,10,-4,0
352,352,0,446,-7958,-15026,-20590,-24010,-24958,-23500,-19818,-30,8,-8,14,34,8,10,14,0
353,353,0,-14254,-7212,176,7620,14250,19696,23108,24460,-14,8,10,-4,2,24,10,14,0
354,354,0,23632,20430,15364,8370,430,-7942,-15026,-20590,18,8,-24,-4,34,-10,26,-36,0
355,355,0,-24026,-24958,-23500,-19802,-14254,-7176,208,7636,2,-26,10,14,2,-26,-8,-36,0
356,356,0,14282,19680,23076,24508,23648,20446,15308,8354,-14,8,10,-20,34,8,-40,-20,0
357,357,0,430,-7942,-15026,-20622,-24010,-24926,-23484,-19818,18,24,10,-36,-30,8,-24,30,0
358,358,0,-14286,-7160,160,7652,14250,19680,23092,24556,34,-42,26,14,18,8,10,14,0
359,359,0,23648,20430,15332,8386,446,-7910,-15010,-20590,34,8,-8,14,2,8,-8,14,0
360,360,0,-24010,-24942,-23484,-19818,-14366,-7192,192,7684,-14,24,26,-20,2,-26,26,-4,0
361,361,0,14266,19664,23048,24476,23600,20446,15380,8322,2,8,10,-20,2,-10,-8,-4,0
362,362,0,430,-7974,-14994,-20574,-24026,-24958,-23484,-19786,-14,-10,-8,-4,2,-26,10,-4,0
363,363,0,-14286,-7144,128,7652,14250,19680,23076,24476,-30,8,-8,14,-14,-26,10,14,0
364,364,0,23616,20462,15332,8370,430,-7942,-15058,-20622,18,-26,-8,-4,18,8,26,-4,0
365,365,0,-23994,-24958,-23500,-19818,-14270,-7176,128,7636,-14,24,10,-36,2,24,10,-4,0
366,366,0,14234,19680,23092,24556,23600,20446,15364,8322,-14,-10,10,30,2,8,-8,30,0
367,367,0,382,-7926,-15042,-20638,-24066,-24942,-23452,-19754,2,-10,26,-4,-14,-26,26,-36,0
368,368,0,-14254,-7208,176,7700,14282,19632,23032,24460,-14,8,-8,-20,2,8,26,-20,0
369,369,0,23568,20462,15348,8354,414,-7910,-14994,-20670,-30,8,10,-4,2,-26,10,-4,0
370,370,0,-24010,-24974,-23532,-19834,-14286,-7192,224,7652,2,24,-24,14,18,8,-24,-20,0
371,371,0,14234,19648,23048,24460,23600,20446,15308,8306,-14,8,-8,46,18,-10,-40,-4,0
372,372,0,398,-8006,-15010,-20670,-24058,-24990,-23516,-19802,18,-10,26,14,50,8,-40,-4,0
373,373,0,-14318,-7160,176,7636,14234,19680,23000,24476,2,8,10,30,2,-10,-24,30,0
374,374,0,23600,20398,15308,8370,414,-7926,-15106,-20622,18,-10,26,-20,2,-10,10,-4,0
375,375,0,-24042,-24974,-23516,-19770,-14254,-7192,128,7588,18,-10,10,-4,-14,-10,10,14,0
376,376,0,14234,19632,23108,24508,23584,20414,15324,8322,18,48,10,14,2,-26,10,-4,0
377,377,0,414,-8006,-15010,-20654,-24026,-25006,-23516,-19866,-14,-26,10,-4,18,8,-24,-20,0
378,378,0,-14286,-7160,176,7620,14218,19712,23092,24476,18,-10,10,-4,-14,-10,-24,-20,0
379,379,0,23584,20430,15348,8274,382,-7942,-15010,-20574,2,64,-24,14,-14,-10,-24,14,0
380,380,0,-24010,-25006,-23484,-19818,-14286,-7176,192,7636,-14,-26,42,-36,34,24,26,-4,0
381,381,0,14218,19696,23092,24492,23664,20398,15332,8322,2,-10,-8,14,-46,8,10,-20,0
382,382,0,430,-7974,-15010,-20622,-24042,-24974,-23500,-19834,2,8,-8,-20,2,8,-8,-36,0
383,383,0,-14270,-7176,192,7668,14266,19664,23032,24492,-30,24,-24,-4,-14,-10,-24,14,0
384,384,0,23632,20430,15332,8338,446,-7958,-15042,-20622,2,8,26,14,2,-26,-40,-4,0
385,385,0,-24010,-24894,-23500,-19802,-14334,-7176,192,7636,-30,8,10,-4,2,-10,-24,-4,0
386,386,0,14266,19648,23092,24492,23664,20446,15332,8322,-46,-42,10,-36,2,-42,10,-4,0
387,387,0,382,-7958,-14946,-20590,-24026,-25006,-23468,-19754,-30,-10,10,-36,34,8,10,-4,0
388,388,0,-14286,-7176,176,7604,14250,19664,23016,24492,2,8,-8,-20,2,-10,10,-20,0
389,389,0,23632,20446,15332,8322,414,-7958,-15042,-20638,2,24,26,-36,18,-10,-24,-4,0
390,390,0,-23994,-24942,-23484,-19802,-14302,-7248,160,7668,2,-10,-8,30,34,-10,10,-20,0
391,391,0,14266,19632,22984,24492,23616,20430,15348,8338,-14,-26,10,-36,18,-10,26,-20,0
392,392,0,398,-7958,-15058,-20590,-24074,-25022,-23452,-19754,2,8,26,14,2,-26,10,-20,0
393,393,0,-14286,-7212,160,7636,14250,19728,23032,24476,34,8,10,14,18,8,-8,30,0
394,394,0,23632,20398,15348,8370,414,-7926,-15058,-20622,34,-10,-40,-36,-14,24,-8,-36,0
395,395,0,-23994,-24958,-23468,-19770,-14270,-7192,192,7652,2,-10,-24,-4,2,-10,-24,-36,0
396,396,0,14282,19696,23076,24524,23632,20414,15316,8338,2,-26,10,-4,34,8,26,14,0
397,397,0,430,-7958,-15010,-20638,-24010,-24974,-23548,-19770,2,-10,42,-4,2,-10,10,-36,0
398,398,0,-14302,-7160,144,7652,14266,19696,23048,24444,34,-10,-40,30,2,8,10,30,0
399,399,0,23552,20398,15324,8370,414,-7958,-15010,-20590,18,24,-24,-4,2,-26,10,14,0
400,400,0,-24010,-24990,-23484,-19802,-14238,-7176,176,7652,18,-10,-8,14,34,-10,10,-4,0
401,401,0,14250,19680,23124,24444,23632,20430,15364,8386,2,-10,-8,-20,18,8,42,14,0
402,402,0,366,-7926,-14994,-20590,-24042,-24958,-23516,-19770,18,8,10,-4,2,-26,10,-20,0
403,403,0,-14286,-7144,144,7636,14330,19712,23124,24460,-14,8,-56,-20,18,-26,-24,-20,0
404,404,0,23616,20446,15308,8338,430,-7894,-15026,-20590,2,8,-24,-4,50,-26,10,46,0
405,405,0,-24026,-24990,-23500,-19770,-14270,-7160,240,7572,18,8,-24,-4,18,-10,26,30,0
406,406,0,14234,19696,23108,24460,23600,20430,15364,8338,2,8,-8,14,34,48,10,-4,0
407,407,0,414,-7926,-15026,-20622,-24026,-24958,-23484,-19786,-14,8,10,14,-30,8,10,-4,0
408,408,0,-14254,-7176,208,7652,14250,19680,23124,24476,2,-42,-24,-4,34,-10,10,30,0
409,409,0,23664,20446,15364,8322,320,-7926,-15042,-20638,-14,-10,42,14,2,8,-8,-4,0
410,410,0,-23978,-24958,-23516,-19802,-14254,-7232,176,7636,2,-26,-24,-4,2,-26,-8,-20,0
411,411,0,14282,19712,23156,24492,23664,20398,15380,8354,18,-10,26,-4,2,8,10,-4,0
412,412,0,398,-7990,-15042,-20622,-23994,-24942,-23500,-19754,18,32,-24,14,2,-26,10,14,0
413,413,0,-14206,-7176,176,7636,14250,19696,23076,24492,2,24,-8,14,2,-26,10,14,0
414,414,0,23632,20382,15380,8386,430,-7878,-14994,-20654,18,24,-8,-4,2,8,10,30,0
415,415,0,-24042,-24926,-23436,-19818,-14238,-7160,192,7668,34,-10,-24,14,34,24,-8,-4,0
416,416,0,14298,19712,23124,24476,23648,20398,15348,8402,2,8,-8,14,2,8,-8,-4,0
417,417,0,430,-7926,-15042,-20590,-24058,-24958,-23468,-19770,2,-10,26,14,2,32,10,-4,0
418,418,0,-14254,-7144,176,7636,14266,19680,23092,24540,-30,-10,26,30,-14,24,10,30,0
419,419,0,23664,20430,15316,8322,382,-7942,-15026,-20590,2,8,10,-20,18,8,-8,-4,0
420,420,0,-24042,-24894,-23452,-19754,-14286,-7160,256,7684,34,8,10,-20,2,-26,10,-4,0
421,421,0,14234,19680,23140,24508,23632,20446,15348,8338,18,24,-8,14,34,24,10,-36,0
422,422,0,414,-7974,-15010,-20590,-24066,-24942,-23484,-19770,2,-10,-24,-4,2,8,-24,-20,0
423,423,0,-14286,-7128,208,7652,14250,19680,23108,24460,-14,-26,-8,-20,2,-10,10,30,0
424,424,0,23648,20430,15308,8322,430,-8006,-15026,-20622,18,8,-24,-4,2,-26,10,-4,0
425,425,0,-24042,-24958,-23468,-19770,-14254,-7176,176,7668,-14,-10,10,-4,-46,-10,-8,14,0
426,426,0,14218,19680,23108,24508,23616,20430,15332,8338,-14,-26,-8,14,2,24,26,-4,0
427,427,0,398,-7926,-15042,-20590,-24026,-24958,-23532,-19770,34,32,-24,-52,2,-26,-8,-4,0
428,428,0,-14270,-7192,192,7652,14282,19712,23048,24460,18,8,-8,14,18,8,-8,-4,0
429,429,0,23600,20398,15332,8354,382,-7990,-15042,-20622,-14,8,10,-20,18,48,-24,-4,0
430,430,0,-24130,-24942,-23436,-19770,-14270,-7160,208,7668,34,8,10,-20,34,24,-8,30,0
431,431,0,14266,19664,23032,24460,23648,20414,15276,8322,-30,-10,10,30,18,-10,-24,46,0
432,432,0,382,-7974,-15042,-20622,-24026,-24974,-23500,-19770,2,8,42,-4,2,-10,-8,-4,0
433,433,0,-14222,-7232,192,7604,14266,19712,23092,24492,50,8,10,-4,2,-10,10,-4,0
434,434,0,23584,20430,15292,8354,336,-7958,-15042,-20622,-30,8,26,-20,-14,-10,10,-20,0
435,435,0,-24026,-24974,-23468,-19770,-14238,-7160,256,7636,-14,24,10,-20,-46,-10,-40,-4,0
436,436,0,14250,19680,23048,24492,23568,20414,15308,8338,18,-26,-40,-36,2,-10,10,-4,0
437,437,0,366,-7958,-15058,-20622,-23994,-24958,-23452,-19722,2,-10,-8,-4,18,8,-24,-20,0
438,438,0,-14270,-7176,160,7636,14282,19664,23076,24540,-14,-10,10,14,2,-26,10,-4,0
439,439,0,23632,20414,15308,8290,414,-7974,-14978,-20638,2,-26,-24,14,-14,-42,10,-4,0
440,440,0,-24114,-24974,-23468,-19738,-14270,-7176,208,7636,18,8,10,14,2,48,-8,-4,0
441,441,0,14202,19728,23108,24476,23616,20430,15308,8306,18,-10,26,-4,2,24,-8,-36,0
442,442,0,382,-7990,-15026,-20638,-24026,-24990,-23468,-19706,2,24,-24,30,2,8,10,-4,0
443,443,0,-14270,-7176,224,7684,14282,19664,23076,24460,-14,-10,10,-20,2,8,-8,14,0
444,444,0,23584,20382,15364,8338,320,-7942,-15058,-20654,2,24,10,-4,-14,-10,-40,-4,0
445,445,0,-23962,-25022,-23468,-19754,-14318,-7160,224,7684,50,8,10,46,18,-10,26,30,0
446,446,0,14298,19680,23032,24476,23664,20414,15348,8354,2,8,-24,-4,18,-10,-24,-20,0
447,447,0,382,-7990,-15042,-20638,-24010,-25022,-23532,-19786,18,8,-24,-4,2,-10,-8,14,0
448,448,0,-14286,-7160,208,7684,14266,19680,23032,24508,18,64,10,-20,18,8,26,30,0
449,449,0,23600,20382,15308,8306,430,-7990,-15010,-20654,18,8,-24,30,2,-10,-8,14,0
450,450,0,-24010,-24958,-23468,-19770,-14238,-7192,224,7700,-14,-10,10,14,2,-10,-24,30,0
451,451,0,14266,19648,23108,24508,23648,20462,15292,8354,18,8,-8,-4,2,8,10,-4,0
452,452,0,398,-7926,-15074,-20654,-24042,-25006,-23468,-19754,2,-10,10,14,2,8,10,-4,0
453,453,0,-14254,-7160,256,7684,14298,19696,23032,24460,2,24,10,-20,-14,8,-8,14,0
454,454,0,23616,20430,15332,8322,382,-7910,-14994,-20590,-14,-10,-24,30,2,-10,10,14,0
455,455,0,-24042,-24958,-23500,-19770,-14254,-7192,208,7636,18,-26,-24,30,-30,-26,26,14,0
456,456,0,14266,19728,23108,24460,23616,20414,15292,8338,-14,8,42,-20,-14,8,58,14,0
457,457,0,398,-7926,-15042,-20654,-24026,-24910,-23500,-19754,-14,24,-24,-4,-14,24,42,14,0
458,458,0,-14238,-7144,208,7652,14314,19712,23124,24524,2,-10,-8,-36,2,-10,10,30,0
459,459,0,23616,20414,15332,8370,414,-7958,-15042,-20590,-14,8,10,-4,2,-10,-8,-20,0
460,460,0,-24042,-24990,-23420,-19738,-14222,-7128,288,7684,-14,-26,-24,-20,18,-10,-40,-20,0
461,461,0,14282,19680,23108,24476,23584,20398,15316,8322,34,-10,-24,30,2,-26,26,-4,0
462,462,0,414,-7974,-14994,-20638,-24042,-24974,-23484,-19818,2,8,10,-4,-14,-10,-24,14,0
463,463,0,-14270,-7144,272,7668,14314,19744,23156,24460,2,-10,-24,-20,2,-10,10,-4,0
464,464,0,23664,20446,15332,8354,430,-7974,-15010,-20590,2,-10,10,30,18,8,10,-4,0
465,465,0,-24010,-24942,-23484,-19770,-14254,-7112,224,7684,-30,8,10,14,2,8,10,-4,0
466,466,0,14314,19680,23108,24508,23568,20462,15276,8290,-14,-10,-8,-20,2,-10,10,14,0
467,467,0,382,-7958,-15026,-20654,-24026,-24942,-23468,-19770,2,-10,10,30,18,24,-8,14,0
468,468,0,-14222,-7080,224,7636,14298,19696,23016,24492,-30,8,10,-20,-14,8,10,14,0
469,469,0,23584,20398,15348,8338,398,-7910,-14994,-20590,-14,8,-24,30,50,8,-8,14,0
470,470,0,-24074,-24958,-23436,-19770,-14270,-7176,224,7668,-46,-10,26,-4,-30,8,10,-4,0
471,471,0,14266,19696,23108,24476,23600,20430,15348,8338,2,8,10,-4,34,-10,-8,30,0
472,472,0,336,-7990,-15074,-20590,-23946,-24990,-23468,-19802,18,8,-24,14,2,8,-8,14,0
473,473,0,-14222,-7144,224,7684,14266,19696,23172,24492,2,-26,-8,-4,34,-10,-8,14,0
474,474,0,23648,20382,15292,8402,414,-7926,-14994,-20590,18,-10,10,-4,-14,8,-8,14,0
475,475,0,-23978,-24942,-23452,-19770,-14222,-7160,272,7636,2,-10,-8,-20,34,-10,-24,-36,0
476,476,0,14266,19712,23032,24492,23616,20430,15324,8322,18,-10,-24,-4,2,8,-24,14,0
477,477,0,336,-7942,-15010,-20638,-23962,-25006,-23468,-19722,-14,24,26,-20,-14,48,10,-36,0
478,478,0,-14270,-7160,256,7652,14282,19696,23124,24492,2,-10,-24,-4,2,8,-24,-4,0
479,479,0,23536,20414,15300,8354,398,-7958,-15042,-20638,2,-10,26,-20,2,-26,10,-20,0
480,480,0,-24058,-24942,-23452,-19770,-14270,-7096,240,7636,2,8,-8,-4,18,-42,10,14,0
481,481,0,14298,19664,23092,24524,23600,20462,15332,8322,2,-10,42,-20,-14,8,26,-4,0
482,482,0,398,-7958,-15042,-20654,-24026,-24990,-23484,-19834,18,8,-24,-20,-14,-42,26,14,0
483,483,0,-14254,-7176,224,7636,14282,19696,23140,24492,18,8,10,-20,-14,24,10,-4,0
484,484,0,23616,20446,15332,8290,382,-8006,-15074,-20654,18,8,26,-4,34,-26,26,-68,0
485,485,0,-24058,-25038,-23484,-19738,-14238,-7128,272,7652,18,-26,-24,-20,2,-26,10,14,0
486,486,0,14266,19664,23092,24508,23600,20382,15316,8354,34,8,-8,-20,2,8,-8,14,0
487,487,0,358,-8006,-15058,-20638,-24042,-24942,-23468,-19754,18,-26,-8,-4,-14,-10,26,-20,0
488,488,0,-14238,-7232,224,7652,14282,19696,23124,24476,2,24,26,-4,-14,-26,26,-36,0
489,489,0,23632,20446,15332,8306,336,-7926,-15074,-20638,2,8,10,30,18,8,10,46,0
