Sample in Buffer,Sample in Window,TRIGGER,u3_adc_analysis/adc1_a1_1[15:0],u3_adc_analysis/adc1_a2_1[15:0],u3_adc_analysis/adc1_a3_1[15:0],u3_adc_analysis/adc1_a4_1[15:0],u3_adc_analysis/adc1_a1_2[15:0],u3_adc_analysis/adc1_a2_2[15:0],u3_adc_analysis/adc1_a3_2[15:0],u3_adc_analysis/adc1_a4_2[15:0],u3_adc_analysis/adc1_b1_1[15:0],u3_adc_analysis/adc1_b2_1[15:0],u3_adc_analysis/adc1_b3_1[15:0],u3_adc_analysis/adc1_b4_1[15:0],u3_adc_analysis/adc1_b1_2[15:0],u3_adc_analysis/adc1_b2_2[15:0],u3_adc_analysis/adc1_b3_2[15:0],u3_adc_analysis/adc1_b4_2[15:0],u3_adc_analysis/time_8s_1
3545,3545,0,13380,14082,14768,15430,15978,16600,17214,17770,-4,-30,4,26,28,36,4,10,0
3546,3546,0,18322,18788,19384,19948,20312,20876,21310,21758,-48,4,4,-8,28,20,20,10,0
3547,3547,0,22076,22484,22858,23186,23456,23798,24062,24354,12,20,4,10,12,-14,4,10,0
3548,3548,0,24504,24708,24942,25086,25166,25326,25376,25492,-4,4,-14,10,-4,36,20,-24,0
3549,3549,0,25470,25454,25488,25532,25374,25310,25216,25102,-48,20,20,10,-4,-30,-14,26,0
3550,3550,0,24894,24708,24536,24370,24010,23798,23466,23206,-32,4,-14,10,-4,20,4,-8,0
3551,3551,0,22762,22468,22096,21710,21220,20828,20282,19868,-4,4,-14,10,-48,-30,20,10,0
3552,3552,0,19272,18724,18192,17658,16990,16404,15798,15154,28,4,20,10,12,-14,4,26,0
3553,3553,0,14426,13816,13148,12456,11704,10960,10248,9452,12,36,4,10,-4,20,4,-8,0
3554,3554,0,8670,7962,7112,6352,5564,4770,4012,3130,-4,4,20,-24,12,-14,4,-8,0
3555,3555,0,2310,1572,668,-106,-984,-1708,-2546,-3378,12,20,20,-24,-4,20,20,10,0
3556,3556,0,-4192,-5010,-5794,-6606,-7330,-8120,-8910,-9696,-4,36,-14,10,-4,-14,20,10,0
3557,3557,0,-10420,-11078,-11848,-12592,-13300,-13928,-14692,-15338,-4,20,36,10,-4,4,4,-8,0
3558,3558,0,-15922,-16506,-17166,-17824,-18342,-18958,-19474,-19992,28,36,-14,26,28,-30,4,10,0
3559,3559,0,-20426,-20958,-21502,-21972,-22232,-22670,-23084,-23470,-4,4,-14,10,12,4,20,-8,0
3560,3560,0,-23682,-24006,-24318,-24606,-24742,-24922,-25200,-25408,12,-14,4,10,-4,4,20,10,0
3561,3561,0,-25424,-25568,-25700,-25812,-25712,-25712,-25764,-25780,12,-14,20,10,-4,20,20,-8,0
3562,3562,0,-25616,-25520,-25472,-25360,-25136,-24890,-24758,-24542,12,20,4,26,-4,4,4,-8,0
3563,3563,0,-24162,-23942,-23702,-23372,-22876,-22542,-22164,-21812,44,-46,4,42,-4,-14,4,-8,0
3564,3564,0,-21200,-20788,-20388,-19778,-19228,-18724,-18122,-17550,-20,4,-14,-8,12,20,20,10,0
3565,3565,0,-16896,-16232,-15702,-15032,-14318,-13650,-12948,-12198,12,-14,20,10,-4,36,4,10,0
3566,3566,0,-11476,-10690,-9994,-9250,-8454,-7684,-6892,-6146,-48,-30,4,-24,28,-14,4,10,0
3567,3567,0,-5356,-4498,-3654,-2872,-2078,-1254,-420,376,-48,4,4,10,-32,20,20,26,0
3568,3568,0,1172,1998,2814,3632,4374,5244,6000,6806,12,20,-14,10,-4,20,52,-24,0
3569,3569,0,7520,8282,9102,9842,10568,11282,12016,12766,-48,-14,-14,-8,28,4,-14,26,0
3570,3570,0,13380,14098,14720,15398,15962,16616,17198,17770,12,4,-46,10,-4,36,4,10,0
3571,3571,0,18306,18836,19384,19964,20328,20876,21294,21790,12,36,36,10,12,20,-14,-8,0
3572,3572,0,22092,22484,22874,23190,23472,23798,24070,24370,12,20,-30,-8,12,4,20,-24,0
3573,3573,0,24520,24724,24888,25138,25166,25310,25376,25532,-4,36,4,26,-4,4,4,26,0
3574,3574,0,25454,25486,25456,25516,25374,25294,25184,25102,12,36,20,26,-4,4,-14,10,0
3575,3575,0,24910,24740,24536,24320,24042,23798,23466,23170,-4,4,-30,10,12,-14,-14,10,0
3576,3576,0,22832,22484,22064,21726,21220,20812,20298,19852,12,20,-14,-24,-4,4,36,-8,0
3577,3577,0,19288,18724,18208,17626,16990,16388,15846,15138,-4,20,-14,-24,12,20,-14,-8,0
3578,3578,0,14442,13848,13164,12424,11704,10944,10232,9452,-4,-14,-14,-8,-4,-30,4,-8,0
3579,3579,0,8670,7946,7144,6352,5548,4738,3920,3130,12,20,4,10,28,4,4,10,0
3580,3580,0,2320,1556,684,-106,-968,-1724,-2538,-3378,-48,-14,4,-8,12,20,20,-24,0
3581,3581,0,-4208,-5026,-5794,-6590,-7346,-8104,-8910,-9712,-20,4,4,10,-32,-14,20,-24,0
3582,3582,0,-10404,-11110,-11848,-12592,-13300,-13976,-14676,-15354,28,20,-14,10,12,36,-14,10,0
3583,3583,0,-15922,-16538,-17198,-17824,-18294,-18926,-19458,-19992,-4,20,-14,10,-4,-14,20,10,0
3584,3584,0,-20378,-20958,-21518,-21956,-22216,-22670,-23076,-23454,-4,-14,-14,10,12,4,-30,-8,0
3585,3585,0,-23698,-24006,-24350,-24638,-24774,-24906,-25216,-25440,-48,20,-14,-8,-4,20,36,-8,0
3586,3586,0,-25424,-25520,-25700,-25796,-25728,-25696,-25796,-25812,-4,-30,4,-8,-4,4,4,10,0
3587,3587,0,-25616,-25536,-25440,-25360,-25120,-24874,-24758,-24606,12,4,4,10,-4,-14,4,26,0
3588,3588,0,-24146,-23942,-23702,-23372,-22908,-22542,-22164,-21860,-4,20,-14,-8,-48,-30,-14,10,0
3589,3589,0,-21200,-20756,-20404,-19778,-19212,-18740,-18138,-17550,-4,-14,20,10,-32,4,-14,10,0
3590,3590,0,-16912,-16248,-15654,-15016,-14318,-13634,-12948,-12214,-4,-30,4,26,-32,-14,20,10,0
3591,3591,0,-11476,-10674,-9994,-9266,-8438,-7684,-6876,-6114,-48,-14,4,-24,-4,4,4,-8,0
3592,3592,0,-5324,-4466,-3654,-2856,-2094,-1238,-420,376,12,4,-14,-8,-64,4,20,-8,0
3593,3593,0,1188,2014,2814,3664,4444,5260,6000,6790,-32,-14,-14,-8,-48,4,4,42,0
3594,3594,0,7552,8282,9102,9858,10568,11248,12016,12746,44,4,-14,26,-48,4,4,-24,0
3595,3595,0,13364,14130,14752,15398,15978,16600,17182,17786,12,4,-14,-24,12,-14,4,10,0
3596,3596,0,18306,18852,19362,19964,20360,20828,21310,21774,28,20,4,10,-48,20,4,-8,0
3597,3597,0,22060,22484,22842,23222,23456,23798,24054,24320,-4,4,4,10,12,-14,-14,10,0
3598,3598,0,24520,24708,24920,25102,25166,25262,25376,25532,12,4,-30,-24,-4,4,4,10,0
3599,3599,0,25470,25470,25488,25476,25342,25294,25216,25118,-48,20,20,10,-48,20,4,10,0
3600,3600,0,24910,24692,24520,24370,24026,23766,23450,23222,-4,4,-14,-8,-20,-14,-14,26,0
3601,3601,0,22832,22484,22112,21678,21220,20828,20282,19834,-4,20,36,-8,-48,4,-14,26,0
3602,3602,0,19288,18724,18208,17610,16974,16404,15814,15122,12,20,20,-24,-4,4,36,26,0
3603,3603,0,14458,13816,13148,12440,11656,10944,10216,9436,-32,20,4,-24,12,-14,-14,58,0
3604,3604,0,8702,7946,7128,6352,5580,4738,3952,3164,-4,4,4,10,-32,-46,4,10,0
3605,3605,0,2310,1492,684,-106,-952,-1708,-2530,-3378,12,20,-14,26,-48,20,-30,26,0
3606,3606,0,-4192,-5026,-5812,-6606,-7362,-8104,-8894,-9712,12,-14,4,26,-4,4,-14,-8,0
3607,3607,0,-10420,-11094,-11880,-12592,-13316,-13960,-14692,-15320,-4,4,4,10,12,-14,-14,-8,0
3608,3608,0,-15922,-16538,-17182,-17824,-18374,-18958,-19426,-20008,-48,20,4,10,12,-14,20,26,0
3609,3609,0,-20410,-20958,-21518,-21940,-22200,-22654,-23076,-23454,12,20,-14,26,12,-14,20,26,0
3610,3610,0,-23730,-24022,-24334,-24638,-24758,-24922,-25184,-25376,12,-14,20,26,12,20,20,10,0
3611,3611,0,-25440,-25568,-25700,-25796,-25728,-25728,-25796,-25812,-48,4,20,-24,-4,-14,4,10,0
3612,3612,0,-25632,-25552,-25424,-25360,-25120,-24906,-24774,-24574,-48,-14,4,26,12,20,4,26,0
3613,3613,0,-24194,-23958,-23686,-23356,-22892,-22558,-22212,-21796,-64,-14,4,-8,12,-14,-14,26,0
3614,3614,0,-21184,-20804,-20372,-19762,-19212,-18724,-18122,-17566,-4,4,-14,-8,-48,-14,4,-8,0
3615,3615,0,-16896,-16296,-15670,-15016,-14318,-13602,-12948,-12214,-32,-14,20,-8,12,4,-14,26,0
3616,3616,0,-11476,-10722,-9978,-9218,-8454,-7700,-6958,-6098,-4,-30,4,-8,28,-14,4,26,0
3617,3617,0,-5324,-4498,-3708,-2840,-2062,-1270,-420,376,-4,4,4,-8,-20,20,4,26,0
3618,3618,0,1172,1982,2814,3648,4406,5228,6032,6790,-20,4,4,10,-32,20,20,10,0
3619,3619,0,7504,8282,9086,9842,10568,11232,12016,12698,-4,-14,4,10,-4,4,4,10,0
3620,3620,0,13380,14082,14752,15382,15978,16600,17182,17786,12,4,20,-56,12,-14,-14,10,0
3621,3621,0,18306,18852,19368,19948,20360,20860,21262,21758,-4,4,20,-24,-4,36,20,10,0
3622,3622,0,22092,22516,22810,23238,23424,23734,24038,24336,-4,-14,20,10,-4,4,20,-40,0
3623,3623,0,24504,24708,24872,25102,25166,25310,25360,25476,28,-14,4,-24,12,36,4,-8,0
3624,3624,0,25470,25454,25456,25476,25358,25294,25216,25118,-4,20,20,10,-4,-30,-14,-8,0
3625,3625,0,24878,24692,24536,24354,24042,23834,23482,23190,-4,36,4,10,-64,4,4,26,0
3626,3626,0,22816,22452,22080,21694,21220,20812,20282,19834,-48,20,-14,26,12,20,20,-24,0
3627,3627,0,19240,18724,18192,17642,16974,16404,15846,15154,12,-14,20,26,12,-30,4,10,0
3628,3628,0,14442,13848,13116,12424,11688,10928,10200,9452,-4,-14,4,10,12,4,20,-8,0
3629,3629,0,8686,7930,7144,6336,5564,4754,3952,3130,-4,4,4,-40,-4,52,4,10,0
3630,3630,0,2294,1524,684,-106,-936,-1724,-2546,-3378,-48,36,4,-24,12,36,-14,10,0
3631,3631,0,-4208,-5058,-5778,-6590,-7346,-8104,-8926,-9696,-4,-14,4,-8,-4,-30,4,10,0
3632,3632,0,-10404,-11126,-11864,-12608,-13268,-13992,-14692,-15338,-4,20,20,-24,12,20,-14,-8,0
3633,3633,0,-15938,-16538,-17214,-17824,-18342,-18958,-19458,-19992,-48,-14,20,10,-32,-14,20,42,0
3634,3634,0,-20426,-20974,-21518,-21940,-22254,-22670,-23044,-23454,12,-14,4,10,-4,-30,-30,26,0
3635,3635,0,-23666,-23990,-24318,-24638,-24758,-24922,-25200,-25392,12,-14,-14,10,12,4,-14,26,0
3636,3636,0,-25472,-25568,-25700,-25812,-25712,-25744,-25764,-25796,12,4,36,26,-4,-30,20,58,0
3637,3637,0,-25616,-25536,-25440,-25360,-25136,-24890,-24774,-24574,12,4,36,26,44,4,4,-8,0
3638,3638,0,-24210,-23888,-23686,-23372,-22892,-22574,-22196,-21844,28,4,4,-24,-4,-14,20,10,0
3639,3639,0,-21168,-20820,-20372,-19778,-19212,-18724,-18122,-17550,28,4,20,10,-4,4,20,-8,0
3640,3640,0,-16912,-16280,-15654,-15016,-14318,-13602,-12964,-12182,-32,20,-14,10,12,20,4,10,0
3641,3641,0,-11492,-10706,-9962,-9234,-8470,-7668,-6908,-6098,12,4,20,-8,-4,4,4,26,0
3642,3642,0,-5308,-4466,-3638,-2856,-2078,-1270,-420,376,-4,52,-14,-24,-4,4,-14,42,0
3643,3643,0,1188,1982,2814,3648,4412,5244,6032,6774,-32,4,-14,-8,-4,-14,-14,-40,0
3644,3644,0,7536,8298,9118,9826,10568,11216,12032,12714,12,4,20,-8,-4,20,-14,26,0
3645,3645,0,13364,14082,14768,15414,15978,16584,17198,17786,-4,-14,-30,-24,-4,-14,4,-24,0
3646,3646,0,18322,18788,19384,19948,20344,20828,21322,21774,-4,4,20,10,-4,-14,4,-8,0
3647,3647,0,22076,22484,22842,23170,23472,23734,24070,24336,-4,-14,-14,26,-48,-14,-14,10,0
3648,3648,0,24504,24708,24974,25086,25182,25262,25344,25516,12,-14,4,42,-32,4,-14,42,0
3649,3649,0,25470,25438,25456,25516,25374,25246,25216,25102,-4,-14,4,10,-48,-14,4,10,0
3650,3650,0,24910,24676,24568,24354,24010,23718,23466,23222,-32,-14,-14,10,-32,4,20,10,0
3651,3651,0,22778,22452,22080,21710,21212,20764,20314,19834,-4,-14,20,-8,-64,4,-14,10,0
3652,3652,0,19288,18708,18176,17642,16990,16370,15830,15138,-20,-30,20,10,12,-14,4,10,0
3653,3653,0,14442,13816,13132,12440,11672,10912,10232,9436,-4,-14,-14,10,-4,-14,20,-24,0
3654,3654,0,8670,7898,7128,6320,5548,4722,3952,3130,-48,-14,4,-24,-4,-14,-14,10,0
3655,3655,0,2278,1524,684,-106,-968,-1724,-2570,-3362,-32,-14,-14,26,12,4,20,-8,0
3656,3656,0,-4224,-5058,-5794,-6606,-7378,-8168,-8910,-9676,-4,-14,4,-24,-32,36,20,-8,0
3657,3657,0,-10420,-11126,-11864,-12624,-13300,-14008,-14708,-15320,12,4,-14,26,-4,-14,-14,26,0
3658,3658,0,-15938,-16538,-17182,-17856,-18294,-18974,-19458,-19992,-32,4,20,-24,12,-30,4,26,0
3659,3659,0,-20442,-21006,-21518,-21940,-22232,-22654,-23092,-23454,-4,20,-14,10,-4,36,-14,26,0
3660,3660,0,-23682,-24022,-24334,-24606,-24774,-24906,-25200,-25392,-48,4,4,-24,44,-30,4,10,0
3661,3661,0,-25456,-25584,-25700,-25796,-25728,-25696,-25796,-25796,-4,-14,-14,10,12,4,4,42,0
3662,3662,0,-25632,-25568,-25424,-25344,-25120,-24890,-24758,-24542,12,20,-14,10,12,-14,36,10,0
3663,3663,0,-24178,-23958,-23702,-23356,-22892,-22574,-22164,-21812,-4,-14,4,26,-4,-14,4,42,0
3664,3664,0,-21184,-20820,-20372,-19778,-19244,-18756,-18036,-17550,-4,36,-14,10,12,-14,36,10,0
3665,3665,0,-16912,-16296,-15670,-15016,-14302,-13634,-12916,-12182,-4,4,4,26,-48,4,4,10,0
3666,3666,0,-11476,-10690,-9962,-9218,-8422,-7684,-6860,-6098,-4,4,20,10,-48,-30,-14,10,0
3667,3667,0,-5340,-4498,-3622,-2872,-2078,-1286,-404,392,-32,20,-14,10,28,-30,-14,42,0
3668,3668,0,1188,1966,2830,3648,4406,5196,6048,6790,-4,-14,-14,10,28,20,4,26,0
3669,3669,0,7488,8282,9086,9810,10568,11266,12048,12766,12,-46,20,10,-48,-30,4,-8,0
3670,3670,0,13380,14082,14800,15382,15978,16584,17230,17770,-48,20,-14,26,-4,-14,-14,26,0
3671,3671,0,18306,18804,19400,19932,20328,20844,21310,21758,28,-14,-14,10,28,-14,4,42,0
3672,3672,0,22076,22484,22858,23170,23424,23766,24094,24320,-48,20,4,10,12,20,4,26,0
3673,3673,0,24504,24692,24904,25086,25166,25278,25392,25476,-48,4,20,-24,-64,-14,4,26,0
3674,3674,0,25470,25454,25520,25508,25390,25262,25232,25102,12,36,20,10,-48,20,4,26,0
3675,3675,0,24926,24708,24520,24354,24042,23750,23498,23170,-4,4,-14,10,-4,-14,4,-8,0
3676,3676,0,22778,22452,22080,21710,21220,20780,20298,19852,12,4,20,-8,12,20,-14,26,0
3677,3677,0,19256,18708,18208,17642,16974,16404,15862,15122,-4,-14,4,26,-48,20,4,-8,0
3678,3678,0,14474,13816,13132,12456,11672,10912,10216,9452,-4,20,20,-24,-20,-30,4,10,0
3679,3679,0,8686,7930,7128,6352,5548,4792,3952,3164,28,-14,4,10,-48,36,-14,-24,0
3680,3680,0,2320,1524,700,-106,-968,-1708,-2554,-3362,12,-14,20,10,12,20,4,10,0
3681,3681,0,-4192,-5026,-5794,-6590,-7362,-8120,-8894,-9660,-4,-30,4,-8,28,4,20,-8,0
3682,3682,0,-10436,-11094,-11848,-12608,-13316,-13992,-14644,-15320,-4,4,4,-24,12,20,20,10,0
3683,3683,0,-15938,-16522,-17166,-17792,-18342,-18974,-19458,-20008,-20,-14,4,-24,-48,20,-14,-24,0
3684,3684,0,-20458,-20958,-21518,-21940,-22254,-22670,-23060,-23470,-48,20,4,26,-32,4,4,26,0
3685,3685,0,-23698,-24006,-24350,-24622,-24774,-24906,-25184,-25360,-4,-14,20,10,12,4,20,-24,0
3686,3686,0,-25424,-25584,-25662,-25780,-25760,-25728,-25780,-25780,-4,4,-14,26,-4,4,4,10,0
3687,3687,0,-25632,-25536,-25408,-25344,-25136,-24906,-24758,-24542,-48,-14,4,10,28,20,-14,-8,0
3688,3688,0,-24226,-23974,-23654,-23340,-22940,-22574,-22180,-21844,-48,-14,20,26,28,4,36,10,0
3689,3689,0,-21232,-20804,-20372,-19794,-19180,-18740,-18090,-17566,-48,36,4,26,12,-14,-14,-8,0
3690,3690,0,-16912,-16296,-15654,-15000,-14286,-13634,-12932,-12214,-48,36,-30,26,28,20,20,10,0
3691,3691,0,-11476,-10706,-10010,-9250,-8438,-7700,-6844,-6114,-4,-14,4,26,-48,20,-14,10,0
3692,3692,0,-5340,-4514,-3638,-2888,-2078,-1270,-404,344,12,-14,-30,10,-4,4,-14,26,0
3693,3693,0,1204,1982,2798,3648,4358,5212,6064,6790,12,-14,4,26,-20,4,-14,-24,0
3694,3694,0,7568,8250,9070,9842,10552,11200,12048,12750,-20,-14,20,10,-48,-14,20,-8,0
3695,3695,0,13380,14050,14784,15398,15978,16548,17230,17738,-4,4,20,10,-48,-14,20,-24,0
3696,3696,0,18292,18804,19384,19948,20344,20828,21310,21758,28,4,20,10,12,20,20,26,0
3697,3697,0,22060,22452,22858,23238,23440,23734,24094,24370,-4,52,20,10,-48,-14,4,10,0
3698,3698,0,24472,24676,24920,25138,25150,25294,25408,25492,-4,-14,4,-24,-32,-14,20,26,0
3699,3699,0,25438,25422,25488,25444,25342,25262,25232,25134,12,-14,4,-24,-48,20,20,26,0
3700,3700,0,24894,24708,24536,24354,24042,23782,23466,23190,12,-46,4,-24,-20,4,-14,26,0
3701,3701,0,22794,22452,22064,21710,21236,20712,20282,19802,-20,-14,-14,10,-4,4,-14,-8,0
3702,3702,0,19256,18708,18208,17658,16990,16388,15798,15106,12,4,20,26,-32,-14,4,26,0
3703,3703,0,14442,13800,13132,12408,11704,10896,10232,9436,12,20,-14,10,-4,20,-14,26,0
3704,3704,0,8670,7930,7112,6352,5564,4738,3920,3114,12,-14,-14,-24,12,-30,-14,10,0
3705,3705,0,2320,1524,716,-106,-968,-1756,-2570,-3410,12,-14,36,-8,-48,4,-14,10,0
3706,3706,0,-4224,-5058,-5794,-6590,-7378,-8152,-8894,-9712,-32,4,-14,-24,12,36,-14,-8,0
3707,3707,0,-10420,-11126,-11848,-12624,-13300,-13976,-14692,-15338,-64,20,4,10,-32,-30,20,-24,0
3708,3708,0,-15954,-16554,-17198,-17824,-18374,-18958,-19458,-20008,-48,20,-30,-24,-4,20,4,26,0
3709,3709,0,-20442,-21006,-21502,-21956,-22232,-22702,-23076,-23486,-4,20,-14,10,12,-14,4,-24,0
3710,3710,0,-23698,-24022,-24350,-24638,-24758,-24922,-25168,-25392,28,4,4,26,28,4,4,10,0
3711,3711,0,-25440,-25552,-25662,-25780,-25712,-25744,-25828,-25796,12,-14,-30,-40,-20,4,20,-40,0
3712,3712,0,-25616,-25568,-25424,-25360,-25088,-24890,-24742,-24542,-4,-14,-14,10,-20,4,20,-24,0
3713,3713,0,-24194,-23958,-23702,-23372,-22876,-22574,-22180,-21828,12,-14,4,26,-4,-30,-14,-8,0
3714,3714,0,-21216,-20820,-20254,-19794,-19244,-18724,-18122,-17566,-48,4,20,-24,28,20,36,-8,0
3715,3715,0,-16912,-16280,-15638,-15016,-14270,-13650,-12932,-12230,12,20,4,10,-4,4,20,10,0
3716,3716,0,-11476,-10690,-9930,-9218,-8470,-7700,-6860,-6098,-20,4,4,10,-4,-14,20,10,0
3717,3717,0,-5308,-4482,-3638,-2872,-2110,-1254,-388,376,-4,4,-14,-8,12,-14,-14,-8,0
3718,3718,0,1204,1966,2814,3648,4428,5212,6016,6790,-4,4,4,-24,-4,-30,36,26,0
3719,3719,0,7536,8314,9070,9842,10568,11298,12032,12782,-20,36,36,-24,-4,-46,4,10,0
3720,3720,0,13364,14034,14736,15398,15962,16584,17182,17786,-32,-14,4,-8,-32,4,36,-8,0
3721,3721,0,18292,18836,19362,19932,20344,20892,21278,21774,44,-14,-14,10,12,-46,36,10,0
3722,3722,0,22044,22500,22858,23254,23456,23782,24054,24336,-48,4,4,10,12,4,4,-8,0
3723,3723,0,24472,24708,24904,25102,25134,25278,25392,25532,-4,4,4,26,-4,-14,-14,26,0
3724,3724,0,25470,25438,25456,25444,25342,25310,25184,25134,-4,-14,-14,-24,12,4,-14,26,0
3725,3725,0,24910,24692,24520,24354,24026,23782,23482,23190,-48,-30,4,-40,-32,4,36,-8,0
3726,3726,0,22778,22468,22112,21726,21236,20780,20314,19868,-4,-14,36,10,-4,4,-14,10,0
3727,3727,0,19256,18756,18208,17626,17006,16420,15798,15138,12,20,20,26,-4,4,20,-8,0
3728,3728,0,14442,13800,13132,12408,11672,10944,10232,9420,-48,-14,20,10,12,-14,-14,-8,0
3729,3729,0,8654,7930,7144,6320,5548,4754,3920,3114,-48,-30,-14,-8,-32,-14,4,10,0
3730,3730,0,2320,1492,700,-106,-984,-1740,-2570,-3394,12,20,4,26,-4,-30,4,26,0
3731,3731,0,-4224,-5010,-5794,-6606,-7362,-8120,-8910,-9728,-48,4,-14,10,12,4,20,10,0
3732,3732,0,-10436,-11094,-11848,-12592,-13284,-13960,-14692,-15354,-20,20,-14,10,-48,4,-30,26,0
3733,3733,0,-15922,-16538,-17198,-17824,-18342,-18958,-19458,-20008,-48,4,4,10,12,4,-14,26,0
3734,3734,0,-20442,-20990,-21534,-21940,-22254,-22622,-23060,-23470,-4,4,4,10,-4,4,20,10,0
3735,3735,0,-23698,-23990,-24382,-24606,-24758,-24922,-25216,-25376,28,20,-14,-24,-4,-14,20,10,0
3736,3736,0,-25408,-25552,-25700,-25796,-25744,-25712,-25780,-25812,-4,-14,4,10,12,-14,4,10,0
3737,3737,0,-25632,-25504,-25456,-25344,-25120,-24874,-24758,-24574,-4,-14,4,10,12,4,4,10,0
3738,3738,0,-24178,-23942,-23686,-23372,-22892,-22542,-22164,-21796,-48,36,4,-24,12,-14,4,-8,0
3739,3739,0,-21200,-20788,-20372,-19778,-19196,-18740,-18122,-17566,-4,-30,4,-24,12,-30,-14,-8,0
3740,3740,0,-16896,-16264,-15686,-15032,-14270,-13618,-12948,-12148,-4,4,4,10,28,4,4,-24,0
3741,3741,0,-11476,-10690,-9994,-9218,-8438,-7636,-6892,-6114,-48,36,4,-24,-48,20,-14,10,0
3742,3742,0,-5324,-4466,-3654,-2856,-2062,-1286,-436,360,-32,20,36,10,-4,20,4,10,0
3743,3743,0,1220,1998,2798,3648,4406,5228,5984,6790,12,36,20,-8,-32,4,20,26,0
3744,3744,0,7552,8314,9086,9858,10520,11248,12000,12766,28,4,4,-24,-20,-14,-14,10,0
3745,3745,0,13364,14082,14752,15414,15930,16600,17150,17786,-64,-14,4,26,28,-14,4,10,0
3746,3746,0,18260,18836,19384,19948,20360,20812,21244,21726,-48,-14,4,26,28,4,20,-24,0
3747,3747,0,22076,22484,22842,23186,23440,23782,24038,24386,-64,20,-14,-8,-4,4,20,-24,0
3748,3748,0,24520,24692,24888,25102,25166,25262,25376,25492,-4,20,4,-8,12,-30,4,26,0
3749,3749,0,25470,25454,25488,25516,25374,25294,25184,25086,-4,-30,4,-24,-4,-30,4,10,0
3750,3750,0,24894,24740,24520,24354,24026,23798,23466,23170,-48,-14,4,-8,28,4,20,26,0
3751,3751,0,22778,22452,22096,21678,21220,20796,20298,19834,12,-14,-14,-24,12,20,4,26,0
3752,3752,0,19272,18724,18176,17626,16990,16388,15814,15138,-48,4,20,10,-4,4,-46,-8,0
3753,3753,0,14474,13816,13132,12456,11688,10944,10232,9452,-48,-14,4,-24,12,-14,36,10,0
3754,3754,0,8654,7946,7128,6352,5564,4754,3920,3146,-4,-14,-14,26,-20,-14,4,10,0
3755,3755,0,2336,1540,700,-106,-984,-1724,-2570,-3378,12,-14,4,26,-4,-14,-46,10,0
3756,3756,0,-4192,-5026,-5778,-6606,-7362,-8120,-8910,-9696,12,20,4,10,44,-14,20,10,0
3757,3757,0,-10420,-11094,-11864,-12576,-13300,-13960,-14692,-15338,28,4,4,42,44,4,20,-8,0
3758,3758,0,-15938,-16570,-17182,-17840,-18326,-18974,-19458,-20008,-4,-14,4,-8,-4,-30,20,26,0
3759,3759,0,-20410,-20990,-21502,-21924,-22270,-22654,-23076,-23436,-48,36,4,10,-48,-14,4,-8,0
3760,3760,0,-23666,-24006,-24318,-24622,-24742,-24980,-25168,-25376,28,-14,-14,10,-4,-14,4,26,0
3761,3761,0,-25424,-25536,-25678,-25764,-25712,-25728,-25796,-25796,12,20,4,-8,-4,-14,-14,26,0
3762,3762,0,-25616,-25520,-25488,-25328,-25136,-24874,-24790,-24542,-4,4,4,10,28,4,36,10,0
3763,3763,0,-24194,-23942,-23718,-23388,-22924,-22558,-22196,-21828,-4,20,4,10,-4,20,4,10,0
3764,3764,0,-21232,-20804,-20404,-19762,-19196,-18724,-18106,-17566,-4,4,-30,10,12,-30,4,10,0
3765,3765,0,-16928,-16296,-15670,-15000,-14254,-13634,-12948,-12214,-4,4,36,-8,-32,-14,4,10,0
3766,3766,0,-11460,-10722,-10026,-9234,-8454,-7684,-6892,-6082,12,4,-14,26,12,-14,4,10,0
3767,3767,0,-5324,-4482,-3654,-2856,-2062,-1254,-420,376,12,4,20,26,-4,-14,-14,-8,0
3768,3768,0,1204,1998,2814,3680,4428,5244,6048,6806,-48,20,4,26,28,-14,36,-8,0
3769,3769,0,7568,8314,9086,9826,10568,11216,11984,12750,-48,36,4,-8,12,-14,36,10,0
3770,3770,0,13396,14082,14752,15430,15962,16548,17198,17802,-4,-14,20,26,12,36,4,10,0
3771,3771,0,18338,18820,19384,19964,20344,20844,21278,21742,-4,20,-30,10,60,20,4,10,0
3772,3772,0,22092,22532,22842,23222,23456,23750,24078,24354,-48,-14,4,42,-4,4,4,10,0
3773,3773,0,24504,24724,24904,25086,25150,25278,25408,25532,-4,-14,-14,-8,-4,20,-14,-8,0
3774,3774,0,25486,25518,25472,25532,25358,25294,25184,25118,12,-30,20,26,-4,4,4,26,0
3775,3775,0,24926,24708,24536,24354,24026,23798,23466,23222,-64,4,-14,-24,-4,-14,4,-8,0
3776,3776,0,22746,22484,22064,21710,21236,20796,20282,19852,-20,-14,4,42,12,20,4,-8,0
3777,3777,0,19256,18740,18192,17658,16974,16420,15814,15138,-48,20,4,-8,-48,36,20,-8,0
3778,3778,0,14458,13832,13132,12456,11672,10960,10200,9452,12,-14,20,10,12,-14,4,10,0
3779,3779,0,8702,7962,7144,6352,5564,4776,4012,3146,-4,20,4,10,-4,4,20,10,0
3780,3780,0,2310,1508,700,-138,-984,-1740,-2570,-3378,-4,20,4,10,-4,4,20,-8,0
3781,3781,0,-4224,-5026,-5762,-6606,-7346,-8120,-8894,-9696,-4,-46,4,-8,-32,-30,4,-8,0
3782,3782,0,-10404,-11110,-11848,-12592,-13284,-13976,-14708,-15338,-48,4,20,-8,12,-30,20,42,0
